Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"20,585,147.20",0.11,"20,585,147.20","57,385.00",358.72,United States,NASDAQ,USD,1.00,USD,-
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"20,560,716.50",0.11,"20,560,716.50","32,051.00",641.50,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WM,WASTE MANAGEMENT INC,Industrials,Equity,"20,426,836.98",0.11,"20,426,836.98","98,881.00",206.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DUK,DUKE ENERGY CORP,Utilities,Equity,"20,398,432.79",0.11,"20,398,432.79","188,473.00",108.23,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Equity,"20,293,536.48",0.11,"20,293,536.48","132,646.00",152.99,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
SHW,SHERWIN WILLIAMS,Materials,Equity,"20,111,645.82",0.10,"20,111,645.82","59,583.00",337.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CME,CME GROUP INC CLASS A,Financials,Equity,"20,055,953.80",0.10,"20,055,953.80","87,466.00",229.30,United States,NASDAQ,USD,1.00,USD,-
ICICIBANK,ICICI BANK LTD,Financials,Equity,"19,823,067.50",0.10,"19,823,067.50","1,348,380.00",14.70,India,National Stock Exchange Of India,USD,85.87,INR,-
OR,LOREAL SA,Consumer Staples,Equity,"19,750,513.08",0.10,"19,750,513.08","57,777.00",341.84,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
BN,BROOKFIELD CORP CLASS A,Financials,Equity,"19,700,908.56",0.10,"19,700,908.56","336,996.00",58.46,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"19,690,425.28",0.10,"19,690,425.28","339,959.00",57.92,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MELI,MERCADOLIBRE INC,Consumer Discretionary,Equity,"19,535,926.00",0.10,"19,535,926.00","11,234.00","1,739.00",United States,NASDAQ,USD,1.00,USD,-
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"19,514,227.59",0.10,"19,514,227.59","26,601.00",733.59,United States,NASDAQ,USD,1.00,USD,-
CI,CIGNA,Health Care,Equity,"19,282,018.24",0.10,"19,282,018.24","69,032.00",279.32,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MCO,MOODYS CORP,Financials,Equity,"19,237,130.80",0.10,"19,237,130.80","40,748.00",472.10,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"19,181,083.96",0.10,"19,181,083.96","41,452.00",462.73,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"19,078,250.64",0.10,"19,078,250.64","97,998.00",194.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"19,066,425.84",0.10,"19,066,425.84","327,096.00",58.29,United States,NASDAQ,USD,1.00,USD,-
8035,TOKYO ELECTRON LTD,Information Technology,Equity,"19,064,402.60",0.10,"19,064,402.60","111,400.00",171.13,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
MCK,MCKESSON CORP,Health Care,Equity,"19,015,816.16",0.10,"19,015,816.16","32,216.00",590.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SNPS,SYNOPSYS INC,Information Technology,Equity,"19,008,732.00",0.10,"19,008,732.00","37,866.00",502.00,United States,NASDAQ,USD,1.00,USD,-
6861,KEYENCE CORP,Information Technology,Equity,"18,980,813.42",0.10,"18,980,813.42","47,800.00",397.09,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
660,SK HYNIX INC,Information Technology,Equity,"18,970,763.02",0.10,"18,970,763.02","135,169.00",140.35,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"18,934,176.00",0.10,"18,934,176.00","77,650.00",243.84,United States,NASDAQ,USD,1.00,USD,-
1299,AIA GROUP LTD,Financials,Equity,"18,911,542.98",0.10,"18,911,542.98","2,774,400.00",6.82,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
SAF,SAFRAN SA,Industrials,Equity,"18,842,728.44",0.10,"18,842,728.44","82,932.00",227.21,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,"18,836,382.71",0.10,"18,836,382.71","7,694.00","2,448.19",France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,Equity,"18,769,668.23",0.10,"18,769,668.23","510,090.00",36.80,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
USB,US BANCORP,Financials,Equity,"18,700,384.32",0.10,"18,700,384.32","385,416.00",48.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WELL,WELLTOWER INC,Real Estate,Equity,"18,653,776.32",0.10,"18,653,776.32","147,484.00",126.48,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"18,535,211.42",0.10,"18,535,211.42","112,321.00",165.02,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SAN,BANCO SANTANDER SA,Financials,Equity,"18,450,028.28",0.10,"18,450,028.28","3,920,236.00",4.71,Spain,Bolsa De Madrid,USD,0.97,EUR,-
MMM,3M,Industrials,Equity,"18,369,398.85",0.10,"18,369,398.85","136,545.00",134.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
INFY,INFOSYS LTD,Information Technology,Equity,"18,352,531.87",0.10,"18,352,531.87","821,948.00",22.33,India,National Stock Exchange Of India,USD,85.87,INR,-
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"18,135,233.19",0.09,"18,135,233.19","37,803.00",479.73,Sweden,New York Stock Exchange Inc.,USD,1.00,USD,-
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,"18,053,144.25",0.09,"18,053,144.25","760,052.00",23.75,Australia,Asx - All Markets,USD,1.61,AUD,-
EOG,EOG RESOURCES INC,Energy,Equity,"17,922,482.28",0.09,"17,922,482.28","139,518.00",128.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ITW,ILLINOIS TOOL INC,Industrials,Equity,"17,910,126.52",0.09,"17,910,126.52","72,332.00",247.61,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"17,898,622.56",0.09,"17,898,622.56","13,958.00","1,282.32",United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"17,784,665.00",0.09,"17,784,665.00","14,750.00","1,205.74",United States,NASDAQ,USD,1.00,USD,"Jan 01, 1970"
CTAS,CINTAS CORP,Industrials,Equity,"17,778,897.90",0.09,"17,778,897.90","92,286.00",192.65,United States,NASDAQ,USD,1.00,USD,-
BMO,BANK OF MONTREAL,Financials,Equity,"17,766,526.73",0.09,"17,766,526.73","180,632.00",98.36,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
AJG,ARTHUR J GALLAGHER,Financials,Equity,"17,593,081.00",0.09,"17,593,081.00","61,622.00",285.50,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,"17,512,045.90",0.09,"17,512,045.90","537,550.00",32.58,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Equity,"17,486,917.03",0.09,"17,486,917.03","851,663.00",20.53,Australia,Asx - All Markets,USD,1.61,AUD,-
939,CHINA CONSTRUCTION BANK CORP H,Financials,Equity,"17,363,237.07",0.09,"17,363,237.07","22,711,260.00",0.76,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2317,HON HAI PRECISION INDUSTRY LTD,Information Technology,Equity,"17,287,884.08",0.09,"17,287,884.08","3,113,000.00",5.55,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,"Sep 26, 1991"
PDD,PDD HOLDINGS ADS INC,Consumer Discretionary,Equity,"17,267,379.36",0.09,"17,267,379.36","172,123.00",100.32,China,NASDAQ,USD,1.00,USD,-
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,Equity,"17,264,794.63",0.09,"17,264,794.63","118,277.00",145.97,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
RIO,RIO TINTO PLC,Materials,Equity,"17,186,928.41",0.09,"17,186,928.41","290,684.00",59.13,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
WMB,WILLIAMS INC,Energy,Equity,"17,151,526.01",0.09,"17,151,526.01","304,159.00",56.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,"17,145,254.95",0.09,"17,145,254.95","227,563.00",75.34,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
AON,AON PLC CLASS A,Financials,Equity,"17,006,064.95",0.09,"17,006,064.95","48,251.00",352.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,"16,910,549.86",0.09,"16,910,549.86","33,223.00",509.00,Germany,Xetra,USD,0.97,EUR,-
EL,ESSILORLUXOTTICA SA,Health Care,Equity,"16,893,726.04",0.09,"16,893,726.04","69,620.00",242.66,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
BDX,BECTON DICKINSON,Health Care,Equity,"16,886,930.62",0.09,"16,886,930.62","72,034.00",234.43,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"16,883,621.50",0.09,"16,883,621.50","93,725.00",180.14,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DGE,DIAGEO PLC,Consumer Staples,Equity,"16,871,790.96",0.09,"16,871,790.96","536,756.00",31.43,United Kingdom,London Stock Exchange,USD,0.81,GBP,"Jan 01, 1998"
EMR,EMERSON ELECTRIC,Industrials,Equity,"16,813,609.20",0.09,"16,813,609.20","139,764.00",120.30,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"16,775,002.92",0.09,"16,775,002.92","191,802.00",87.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"16,744,758.00",0.09,"16,744,758.00","50,865.00",329.20,United States,NASDAQ,USD,1.00,USD,-
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"16,514,647.28",0.09,"16,514,647.28","60,376.00",273.53,United States,NASDAQ,USD,1.00,USD,-
GSK,GLAXOSMITHKLINE,Health Care,Equity,"16,431,220.85",0.09,"16,431,220.85","989,700.00",16.60,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
1810,XIAOMI CORP,Information Technology,Equity,"16,087,804.28",0.08,"16,087,804.28","3,709,800.00",4.34,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,"16,077,405.41",0.08,"16,077,405.41","173,791.00",92.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2454,MEDIATEK INC,Information Technology,Equity,"15,993,930.66",0.08,"15,993,930.66","366,000.00",43.70,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,"Jul 23, 2001"
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"15,915,020.94",0.08,"15,915,020.94","98,253.00",161.98,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"15,875,989.08",0.08,"15,875,989.08","34,348.00",462.21,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CS,AXA SA,Financials,Equity,"15,846,900.72",0.08,"15,846,900.72","447,140.00",35.44,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
UCG,UNICREDIT,Financials,Equity,"15,823,263.93",0.08,"15,823,263.93","378,869.00",41.76,Italy,Borsa Italiana,USD,0.97,EUR,-
ADSK,AUTODESK INC,Information Technology,Equity,"15,745,248.99",0.08,"15,745,248.99","53,127.00",296.37,United States,NASDAQ,USD,1.00,USD,-
FDX,FEDEX CORP,Industrials,Equity,"15,728,403.50",0.08,"15,728,403.50","57,215.00",274.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BNP,BNP PARIBAS SA,Financials,Equity,"15,726,641.23",0.08,"15,726,641.23","254,701.00",61.75,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
BNS,BANK OF NOVA SCOTIA,Financials,Equity,"15,670,588.66",0.08,"15,670,588.66","302,397.00",51.82,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"15,671,196.30",0.08,"15,671,196.30","64,411.00",243.30,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TGT,TARGET CORP,Consumer Staples,Equity,"15,654,244.32",0.08,"15,654,244.32","113,256.00",138.22,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
D05,DBS GROUP HOLDINGS LTD,Financials,Equity,"15,637,997.15",0.08,"15,637,997.15","475,760.00",32.87,Singapore,Singapore Exchange,USD,1.37,SGD,"Jan 01, 1998"
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"15,603,460.25",0.08,"15,603,460.25","54,701.00",285.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,"15,527,264.14",0.08,"15,527,264.14","5,175.00","3,000.44",Canada,Toronto Stock Exchange,USD,1.44,CAD,-
ISP,INTESA SANPAOLO,Financials,Equity,"15,494,877.58",0.08,"15,494,877.58","3,770,974.00",4.11,Italy,Borsa Italiana,USD,0.97,EUR,-
8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,"15,460,688.08",0.08,"15,460,688.08","464,600.00",33.28,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
9983,FAST RETAILING LTD,Consumer Discretionary,Equity,"15,335,654.38",0.08,"15,335,654.38","46,500.00",329.80,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
FTNT,FORTINET INC,Information Technology,Equity,"15,297,059.12",0.08,"15,297,059.12","159,278.00",96.04,United States,NASDAQ,USD,1.00,USD,-
CSX,CSX CORP,Industrials,Equity,"15,144,143.00",0.08,"15,144,143.00","470,315.00",32.20,United States,NASDAQ,USD,1.00,USD,-
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Equity,"15,089,647.29",0.08,"15,089,647.29","1,465,965.00",10.29,Spain,Bolsa De Madrid,USD,0.97,EUR,-
HCA,HCA HEALTHCARE INC,Health Care,Equity,"15,020,302.50",0.08,"15,020,302.50","48,258.00",311.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MSTR,MICROSTRATEGY INC CLASS A,Information Technology,Equity,"14,978,576.90",0.08,"14,978,576.90","45,157.00",331.70,United States,NASDAQ,USD,1.00,USD,-
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,Equity,"14,967,748.94",0.08,"14,967,748.94","2,092,609.00",7.15,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
ECL,ECOLAB INC,Materials,Equity,"14,964,158.58",0.08,"14,964,158.58","63,794.00",234.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"14,795,018.48",0.08,"14,795,018.48","56,584.00",261.47,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,"14,704,139.90",0.08,"14,704,139.90","231,275.00",63.58,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
OKE,ONEOK INC,Energy,Equity,"14,702,201.80",0.08,"14,702,201.80","142,948.00",102.85,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"14,650,470.00",0.08,"14,650,470.00","81,000.00",180.87,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
7974,NINTENDO LTD,Communication,Equity,"14,644,660.86",0.08,"14,644,660.86","253,700.00",57.72,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"14,630,383.65",0.08,"14,630,383.65","332,887.00",43.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
4063,SHIN ETSU CHEMICAL LTD,Materials,Equity,"14,561,539.48",0.08,"14,561,539.48","443,400.00",32.84,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
KMI,KINDER MORGAN INC,Energy,Equity,"14,556,081.99",0.08,"14,556,081.99","514,531.00",28.29,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
8411,MIZUHO FINANCIAL GROUP INC,Financials,Equity,"14,418,193.89",0.07,"14,418,193.89","574,890.00",25.08,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"14,284,692.00",0.07,"14,284,692.00","280,092.00",51.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"14,282,829.09",0.07,"14,282,829.09","81,761.00",174.69,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"14,225,407.30",0.07,"14,225,407.30","182,494.00",77.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CVS,CVS HEALTH CORP,Health Care,Equity,"14,225,601.85",0.07,"14,225,601.85","309,185.00",46.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"14,196,639.60",0.07,"14,196,639.60","108,537.00",130.80,United States,NASDAQ,USD,1.00,USD,-
9984,SOFTBANK GROUP CORP,Communication,Equity,"14,107,916.44",0.07,"14,107,916.44","238,900.00",59.05,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"14,049,147.55",0.07,"14,049,147.55","4,253.00","3,303.35",United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"13,989,364.20",0.07,"13,989,364.20","27,414.00",510.30,United States,NASDAQ,USD,1.00,USD,-
FCX,FREEPORT MCMORAN INC,Materials,Equity,"13,969,881.68",0.07,"13,969,881.68","351,532.00",39.74,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"13,962,896.22",0.07,"13,962,896.22","61,451.00",227.22,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PCAR,PACCAR INC,Industrials,Equity,"13,919,682.00",0.07,"13,919,682.00","128,292.00",108.50,United States,NASDAQ,USD,1.00,USD,-
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,"13,866,374.47",0.07,"13,866,374.47","451,944.00",30.68,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
AFL,AFLAC INC,Financials,Equity,"13,853,316.06",0.07,"13,853,316.06","133,758.00",103.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
VST,VISTRA CORP,Utilities,Equity,"13,806,020.93",0.07,"13,806,020.93","85,853.00",160.81,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,"13,787,200.05",0.07,"13,787,200.05","410,206.00",33.61,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"13,720,049.55",0.07,"13,720,049.55","200,439.00",68.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ENEL,ENEL,Utilities,Equity,"13,614,367.57",0.07,"13,614,367.57","1,879,493.00",7.24,Italy,Borsa Italiana,USD,0.97,EUR,-
8001,ITOCHU CORP,Industrials,Equity,"13,603,434.72",0.07,"13,603,434.72","287,800.00",47.27,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"13,573,270.70",0.07,"13,573,270.70","55,910.00",242.77,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SLB,SCHLUMBERGER NV,Energy,Equity,"13,503,279.73",0.07,"13,503,279.73","347,933.00",38.81,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SRE,SEMPRA,Utilities,Equity,"13,489,059.04",0.07,"13,489,059.04","162,872.00",82.82,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RACE,FERRARI NV,Consumer Discretionary,Equity,"13,473,970.69",0.07,"13,473,970.69","31,148.00",432.58,Italy,Borsa Italiana,USD,0.97,EUR,-
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Equity,"13,455,841.30",0.07,"13,455,841.30","739,905.00",18.19,Australia,Asx - All Markets,USD,1.61,AUD,"Jan 01, 1998"
TTD,TRADE DESK INC CLASS A,Communication,Equity,"13,454,086.80",0.07,"13,454,086.80","110,715.00",121.52,United States,NASDAQ,USD,1.00,USD,-
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,"13,442,020.07",0.07,"13,442,020.07","132,212.00",101.67,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"13,416,044.40",0.07,"13,416,044.40","25,080.00",534.93,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"13,416,464.88",0.07,"13,416,464.88","167,622.00",80.04,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,Equity,"13,410,553.17",0.07,"13,410,553.17","254,806.00",52.63,Spain,Bolsa De Madrid,USD,0.97,EUR,-
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,"13,237,316.68",0.07,"13,237,316.68","63,119.00",209.72,United States,NASDAQ,USD,1.00,USD,-
NG.,NATIONAL GRID PLC,Utilities,Equity,"13,216,463.26",0.07,"13,216,463.26","1,149,220.00",11.50,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
DG,VINCI SA,Industrials,Equity,"13,194,275.20",0.07,"13,194,275.20","127,978.00",103.10,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"13,195,743.59",0.07,"13,195,743.59","51,811.00",254.69,United States,NASDAQ,USD,1.00,USD,-
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"13,155,641.88",0.07,"13,155,641.88","75,729.00",173.72,United States,NASDAQ,USD,1.00,USD,-
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"13,155,849.21",0.07,"13,155,849.21","55,531.00",236.91,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
INGA,ING GROEP NV,Financials,Equity,"13,037,784.66",0.07,"13,037,784.66","833,684.00",15.64,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
MQG,MACQUARIE GROUP LTD DEF,Financials,Equity,"12,830,956.95",0.07,"12,830,956.95","88,517.00",144.95,Australia,Asx - All Markets,USD,1.61,AUD,-
WES,WESFARMERS LTD,Consumer Discretionary,Equity,"12,820,389.29",0.07,"12,820,389.29","283,977.00",45.15,Australia,Asx - All Markets,USD,1.61,AUD,-
